,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
12,0.2688,0.3092,0.3432,0.3726,0.3984,0.4216,0.4425,0.4615,0.4790,0.4953,0.5103,0.5244,0.5377,0.5502,0.5620,0.5732,0.5838,0.5940,0.6037,0.6129,0.6218,0.6304,0.6386,0.6465,0.6542,0.6616,0.6687,0.6756,0.6823,0.6888,0.6952,0.7013,0.7073,0.7131,0.7187,0.7242,0.7296,0.7349,0.7400,0.7450,0.7499,0.7547,0.7593,0.7639,0.7684,0.7728,0.7771,0.7813,0.7855,0.7895,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0204,0.0408,0.0612,0.0816,0.1020,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.4490,0.4694,0.4898,0.5102,0.5306,0.5510,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.8980,0.9184,0.9388,0.9592,0.9796,1.0000,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449,0.2449
13,0.2813,0.3217,0.3557,0.3850,0.4109,0.4340,0.4549,0.4740,0.4915,0.5077,0.5228,0.5369,0.5502,0.5627,0.5745,0.5857,0.5963,0.6065,0.6161,0.6254,0.6343,0.6429,0.6511,0.6590,0.6667,0.6741,0.6812,0.6881,0.6948,0.7013,0.7076,0.7138,0.7197,0.7256,0.7312,0.7367,0.7421,0.7473,0.7525,0.7575,0.7624,0.7671,0.7718,0.7764,0.7809,0.7853,0.7896,0.7938,0.7980,0.8020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0204,0.0408,0.0612,0.0816,0.1020,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.4490,0.4694,0.4898,0.5102,0.5306,0.5510,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.8980,0.9184,0.9388,0.9592,0.9796,1.0000,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653,0.2653
14,0.2931,0.3335,0.3675,0.3968,0.4227,0.4459,0.4667,0.4858,0.5033,0.5195,0.5346,0.5487,0.5620,0.5745,0.5863,0.5975,0.6081,0.6183,0.6280,0.6372,0.6461,0.6547,0.6629,0.6708,0.6785,0.6859,0.6930,0.6999,0.7066,0.7131,0.7194,0.7256,0.7315,0.7374,0.7430,0.7485,0.7539,0.7591,0.7643,0.7693,0.7742,0.7789,0.7836,0.7882,0.7927,0.7971,0.8014,0.8056,0.8098,0.8138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0204,0.0408,0.0612,0.0816,0.1020,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.4490,0.4694,0.4898,0.5102,0.5306,0.5510,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.8980,0.9184,0.9388,0.9592,0.9796,1.0000,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857
15,0.3043,0.3447,0.3787,0.4080,0.4339,0.4570,0.4779,0.4970,0.5145,0.5307,0.5458,0.5599,0.5732,0.5857,0.5975,0.6087,0.6193,0.6295,0.6391,0.6484,0.6573,0.6659,0.6741,0.6820,0.6897,0.6971,0.7042,0.7111,0.7178,0.7243,0.7306,0.7368,0.7427,0.7486,0.7542,0.7597,0.7651,0.7703,0.7755,0.7805,0.7854,0.7901,0.7948,0.7994,0.8039,0.8083,0.8126,0.8168,0.8210,0.8250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0204,0.0408,0.0612,0.0816,0.1020,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.4490,0.4694,0.4898,0.5102,0.5306,0.5510,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.8980,0.9184,0.9388,0.9592,0.9796,1.0000,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061,0.3061
16,0.3150,0.3553,0.3893,0.4187,0.4446,0.4677,0.4886,0.5077,0.5252,0.5414,0.5565,0.5706,0.5838,0.5963,0.6081,0.6193,0.6300,0.6401,0.6498,0.6591,0.6680,0.6765,0.6848,0.6927,0.7003,0.7077,0.7149,0.7218,0.7285,0.7350,0.7413,0.7474,0.7534,0.7592,0.7649,0.7704,0.7757,0.7810,0.7861,0.7911,0.7960,0.8008,0.8055,0.8100,0.8145,0.8189,0.8232,0.8275,0.8316,0.8357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0204,0.0408,0.0612,0.0816,0.1020,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.4490,0.4694,0.4898,0.5102,0.5306,0.5510,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.8980,0.9184,0.9388,0.9592,0.9796,1.0000,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265
17,0.3251,0.3655,0.3995,0.4288,0.4547,0.4778,0.4987,0.5178,0.5353,0.5515,0.5666,0.5807,0.5940,0.6065,0.6183,0.6295,0.6401,0.6502,0.6599,0.6692,0.6781,0.6867,0.6949,0.7028,0.7105,0.7179,0.7250,0.7319,0.7386,0.7451,0.7514,0.7576,0.7635,0.7693,0.7750,0.7805,0.7859,0.7911,0.7963,0.8013,0.8061,0.8109,0.8156,0.8202,0.8247,0.8291,0.8334,0.8376,0.8418,0.8458,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0204,0.0408,0.0612,0.0816,0.1020,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.4490,0.4694,0.4898,0.5102,0.5306,0.5510,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.8980,0.9184,0.9388,0.9592,0.9796,1.0000,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469,0.3469
18,0.3348,0.3751,0.4091,0.4385,0.4644,0.4875,0.5084,0.5275,0.5450,0.5612,0.5763,0.5904,0.6037,0.6161,0.6280,0.6391,0.6498,0.6599,0.6696,0.6789,0.6878,0.6964,0.7046,0.7125,0.7202,0.7276,0.7347,0.7416,0.7483,0.7548,0.7611,0.7673,0.7732,0.7790,0.7847,0.7902,0.7956,0.8008,0.8060,0.8110,0.8158,0.8206,0.8253,0.8299,0.8344,0.8388,0.8431,0.8473,0.8514,0.8555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0204,0.0408,0.0612,0.0816,0.1020,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.4490,0.4694,0.4898,0.5102,0.5306,0.5510,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.8980,0.9184,0.9388,0.9592,0.9796,1.0000,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673,0.3673
19,0.3441,0.3844,0.4184,0.4478,0.4737,0.4968,0.5177,0.5368,0.5543,0.5705,0.5856,0.5997,0.6129,0.6254,0.6372,0.6484,0.6591,0.6692,0.6789,0.6882,0.6971,0.7057,0.7139,0.7218,0.7295,0.7368,0.7440,0.7509,0.7576,0.7641,0.7704,0.7766,0.7825,0.7883,0.7940,0.7995,0.8049,0.8101,0.8152,0.8202,0.8251,0.8299,0.8346,0.8392,0.8437,0.8481,0.8524,0.8566,0.8607,0.8648,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0204,0.0408,0.0612,0.0816,0.1020,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.4490,0.4694,0.4898,0.5102,0.5306,0.5510,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.8980,0.9184,0.9388,0.9592,0.9796,1.0000,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878,0.3878
20,0.3530,0.3933,0.4273,0.4567,0.4826,0.5057,0.5266,0.5457,0.5632,0.5794,0.5945,0.6086,0.6218,0.6343,0.6461,0.6573,0.6680,0.6781,0.6878,0.6971,0.7060,0.7146,0.7228,0.7307,0.7384,0.7457,0.7529,0.7598,0.7665,0.7730,0.7793,0.7855,0.7914,0.7972,0.8029,0.8084,0.8138,0.8190,0.8241,0.8291,0.8340,0.8388,0.8435,0.8481,0.8526,0.8570,0.8613,0.8655,0.8696,0.8737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0204,0.0408,0.0612,0.0816,0.1020,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.4490,0.4694,0.4898,0.5102,0.5306,0.5510,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.8980,0.9184,0.9388,0.9592,0.9796,1.0000,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082,0.4082
21,0.3616,0.4019,0.4359,0.4653,0.4911,0.5143,0.5352,0.5542,0.5717,0.5880,0.6030,0.6172,0.6304,0.6429,0.6547,0.6659,0.6765,0.6867,0.6964,0.7057,0.7146,0.7231,0.7313,0.7393,0.7469,0.7543,0.7614,0.7683,0.7751,0.7816,0.7879,0.7940,0.8000,0.8058,0.8114,0.8169,0.8223,0.8276,0.8327,0.8377,0.8426,0.8474,0.8520,0.8566,0.8611,0.8655,0.8698,0.8740,0.8782,0.8822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0204,0.0408,0.0612,0.0816,0.1020,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.4490,0.4694,0.4898,0.5102,0.5306,0.5510,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.8980,0.9184,0.9388,0.9592,0.9796,1.0000,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286,0.4286
22,0.3698,0.4101,0.4441,0.4735,0.4994,0.5225,0.5434,0.5625,0.5800,0.5962,0.6113,0.6254,0.6386,0.6511,0.6629,0.6741,0.6848,0.6949,0.7046,0.7139,0.7228,0.7313,0.7396,0.7475,0.7551,0.7625,0.7697,0.7766,0.7833,0.7898,0.7961,0.8022,0.8082,0.8140,0.8197,0.8252,0.8305,0.8358,0.8409,0.8459,0.8508,0.8556,0.8603,0.8648,0.8693,0.8737,0.8780,0.8823,0.8864,0.8905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0204,0.0408,0.0612,0.0816,0.1020,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.4490,0.4694,0.4898,0.5102,0.5306,0.5510,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.8980,0.9184,0.9388,0.9592,0.9796,1.0000,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490,0.4490
23,0.3777,0.4180,0.4520,0.4814,0.5073,0.5304,0.5513,0.5704,0.5879,0.6041,0.6192,0.6333,0.6465,0.6590,0.6708,0.6820,0.6927,0.7028,0.7125,0.7218,0.7307,0.7393,0.7475,0.7554,0.7631,0.7704,0.7776,0.7845,0.7912,0.7977,0.8040,0.8102,0.8161,0.8219,0.8276,0.8331,0.8385,0.8437,0.8488,0.8538,0.8587,0.8635,0.8682,0.8728,0.8773,0.8817,0.8860,0.8902,0.8943,0.8984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0204,0.0408,0.0612,0.0816,0.1020,0.1224,0.1429,0.1633,0.1837,0.2041,0.2245,0.2449,0.2653,0.2857,0.3061,0.3265,0.3469,0.3673,0.3878,0.4082,0.4286,0.4490,0.4694,0.4898,0.5102,0.5306,0.5510,0.5714,0.5918,0.6122,0.6327,0.6531,0.6735,0.6939,0.7143,0.7347,0.7551,0.7755,0.7959,0.8163,0.8367,0.8571,0.8776,0.8980,0.9184,0.9388,0.9592,0.9796,1.0000,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694,0.4694
